regime,arm,seed,test_level,class,support,precision,recall,f1,average_precision,tp,fp,fn,tn
degraded,fusion,0,0.0,Arable land,883,0.7843866171003717,0.7168742921857305,0.749112426035503,0.8436189828174152,633,174,250,1094
degraded,fusion,0,0.0,Broad-leaved forest,511,0.5451505016722408,0.31898238747553814,0.4024691358024691,0.4824755126973134,163,136,348,1504
degraded,fusion,0,0.0,Complex cultivation patterns,1172,0.7324343506032647,0.8805460750853242,0.7996900426191399,0.833233718088583,1032,377,140,602
degraded,fusion,0,0.0,Coniferous forest,1193,0.8409658617818485,0.8466051969823973,0.8437761069340016,0.9356015664125515,1010,191,183,767
degraded,fusion,0,0.0,Inland waters,379,0.7597597597597597,0.6675461741424802,0.7106741573033708,0.7472700595033582,253,80,126,1692
degraded,fusion,0,0.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6426858513189448,0.8072289156626506,0.7156208277703605,0.7538162365173514,804,447,192,708
degraded,fusion,0,0.0,Marine waters,116,0.8,1.0,0.8888888888888888,0.9999999999999998,116,29,0,2006
degraded,fusion,0,0.0,Mixed forest,1214,0.6961465571699305,0.9077429983525536,0.7879871290668573,0.8228941556300919,1102,481,112,456
degraded,fusion,0,0.0,Pastures,916,0.6925207756232687,0.5458515283842795,0.6105006105006106,0.735317182690726,500,222,416,1013
degraded,fusion,0,0.0,"Transitional woodland, shrub",885,0.6090712742980562,0.31864406779661014,0.41839762611275966,0.5765164045353972,282,181,603,1085
degraded,fusion,0,0.0,Urban fabric,265,0.7666666666666667,0.26037735849056604,0.38873239436619716,0.5287919900652552,69,21,196,1865
degraded,fusion,0,0.2,Arable land,883,0.7694174757281553,0.7180067950169875,0.7428236672524897,0.83110406290055,634,190,249,1078
degraded,fusion,0,0.2,Broad-leaved forest,511,0.5551330798479087,0.2857142857142857,0.3772609819121447,0.4856170016304536,146,117,365,1523
degraded,fusion,0,0.2,Complex cultivation patterns,1172,0.7310984308131241,0.8745733788395904,0.7964257964257965,0.8289084282470763,1025,377,147,602
degraded,fusion,0,0.2,Coniferous forest,1193,0.8293683347005743,0.8474434199497066,0.8383084577114428,0.9330492846263823,1011,208,182,750
degraded,fusion,0,0.2,Inland waters,379,0.7567567567567568,0.6649076517150396,0.7078651685393258,0.7435463161369903,252,81,127,1691
degraded,fusion,0,0.2,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6536544850498339,0.7901606425702812,0.7154545454545455,0.7538025230702823,787,417,209,738
degraded,fusion,0,0.2,Marine waters,116,0.8055555555555556,1.0,0.8923076923076924,0.9999999999999997,116,28,0,2007
degraded,fusion,0,0.2,Mixed forest,1214,0.6993589743589743,0.8986820428336079,0.786589762076424,0.8273823999341987,1091,469,123,468
degraded,fusion,0,0.2,Pastures,916,0.6929824561403509,0.517467248908297,0.5925,0.7334010910487406,474,210,442,1025
degraded,fusion,0,0.2,"Transitional woodland, shrub",885,0.62877030162413,0.30621468926553674,0.41185410334346506,0.5758130616330002,271,160,614,1106
degraded,fusion,0,0.2,Urban fabric,265,0.7613636363636364,0.2528301886792453,0.37960339943342775,0.5240252389178892,67,21,198,1865
degraded,fusion,0,0.4,Arable land,883,0.7606837606837606,0.7055492638731596,0.7320799059929495,0.8230216376788643,623,196,260,1072
degraded,fusion,0,0.4,Broad-leaved forest,511,0.5437956204379562,0.29158512720156554,0.3796178343949045,0.485423606114207,149,125,362,1515
degraded,fusion,0,0.4,Complex cultivation patterns,1172,0.7282453637660485,0.871160409556314,0.7933177933177933,0.8306721270148802,1021,381,151,598
degraded,fusion,0,0.4,Coniferous forest,1193,0.8327787021630616,0.8390611902766136,0.8359081419624217,0.929145154686229,1001,201,192,757
degraded,fusion,0,0.4,Inland waters,379,0.7590361445783133,0.6649076517150396,0.7088607594936709,0.7422657637798554,252,80,127,1692
degraded,fusion,0,0.4,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6472995090016367,0.7941767068273092,0.7132551848512173,0.7500571981836075,791,431,205,724
degraded,fusion,0,0.4,Marine waters,116,0.8055555555555556,1.0,0.8923076923076924,0.9999999999999997,116,28,0,2007
degraded,fusion,0,0.4,Mixed forest,1214,0.6923076923076923,0.8896210873146623,0.7786589762076424,0.8246783224095622,1080,480,134,457
degraded,fusion,0,0.4,Pastures,916,0.6940836940836941,0.5251091703056768,0.5978868862647607,0.7307805887534116,481,212,435,1023
degraded,fusion,0,0.4,"Transitional woodland, shrub",885,0.6129032258064516,0.2790960451977401,0.38354037267080743,0.5698975788588753,247,156,638,1110
degraded,fusion,0,0.4,Urban fabric,265,0.7582417582417582,0.26037735849056604,0.38764044943820225,0.5175373993072682,69,22,196,1864
degraded,fusion,0,0.6,Arable land,883,0.7518987341772152,0.6727066817667045,0.7101016138673042,0.8135365013107098,594,196,289,1072
degraded,fusion,0,0.6,Broad-leaved forest,511,0.5426356589147286,0.273972602739726,0.3641092327698309,0.47696662805662354,140,118,371,1522
degraded,fusion,0,0.6,Complex cultivation patterns,1172,0.73,0.8720136518771331,0.7947122861586314,0.8234944430054667,1022,378,150,601
degraded,fusion,0,0.6,Coniferous forest,1193,0.828881469115192,0.8323554065381391,0.8306148055207027,0.9241820387531368,993,205,200,753
degraded,fusion,0,0.6,Inland waters,379,0.7630769230769231,0.6543535620052771,0.7045454545454546,0.7429439109576268,248,77,131,1695
degraded,fusion,0,0.6,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6541666666666667,0.7881526104417671,0.714936247723133,0.7440766837248423,785,415,211,740
degraded,fusion,0,0.6,Marine waters,116,0.8,1.0,0.8888888888888888,0.9999999999999998,116,29,0,2006
degraded,fusion,0,0.6,Mixed forest,1214,0.695201037613489,0.8830313014827018,0.7779390420899854,0.8139566043541997,1072,470,142,467
degraded,fusion,0,0.6,Pastures,916,0.6819484240687679,0.519650655021834,0.5898389095415117,0.7197050992236473,476,222,440,1013
degraded,fusion,0,0.6,"Transitional woodland, shrub",885,0.6195121951219512,0.28700564971751413,0.39227799227799226,0.5738304189762742,254,156,631,1110
degraded,fusion,0,0.6,Urban fabric,265,0.75,0.2490566037735849,0.37393767705382436,0.4973160624263157,66,22,199,1864
degraded,fusion,0,0.8,Arable land,883,0.6994082840236686,0.6693091732729332,0.6840277777777778,0.7701885581066849,591,254,292,1014
degraded,fusion,0,0.8,Broad-leaved forest,511,0.5565610859728507,0.24070450097847357,0.3360655737704918,0.46249627232101675,123,98,388,1542
degraded,fusion,0,0.8,Complex cultivation patterns,1172,0.7200854700854701,0.8626279863481229,0.7849378881987578,0.8187040515154065,1011,393,161,586
